date,ad_male,yearling_male,ad_female,yearling_female,yearling,calf,unknown,group_size,area,collar ID of group members,lat,long,notes
07-May-16,0,0,6,4,4,0,0,10,CapeCove,FO2016012,,,
07-May-16,0,0,6,4,4,0,0,10,CapeCove,FO2016015,,,
08-May-16,0,0,2,0,0,0,0,2,Seldom,FO2016006,,,
23-May-16,0,0,3,0,0,0,0,3,Turpins,FO2016010,49.73644,54.15189,
24-May-16,0,0,3,0,0,0,0,3,CapeCove,FO2016008,49.68351,54.05461,
29-May-16,0,0,2,1,1,0,0,3,Turpins,FO2016010,49.74597,54.15164,
02-Jun-16,0,0,1,0,0,0,0,1,WesternIndianIsland,FO2016001,49.54066,54.32888,
02-Jun-16,0,0,1,0,0,1,0,2,WesternIndianIsland,FO2016016,49.74708,54.13676,
03-Jun-16,0,0,1,0,0,1,0,2,Turpins,FO2016010 & FO2016017,49.74614,54.11867,
03-Jun-16,0,0,2,0,0,2,0,4,Turpins,FO2016018,49.65954,54.01407,
07-Jun-16,0,0,1,0,0,1,0,2,CapeCove,FO2016012,49.65403,54.0121,
07-Jun-16,0,0,5,0,0,4,0,9,CapeCove,FO2016014,49.69424,54.07601,
08-Jun-16,0,0,2,0,0,1,0,3,Tilting,FO2016015,49.73283,54.13828,
10-Jun-16,0,0,2,0,0,1,0,3,Turpins,,,,
10-Jun-16,0,0,2,0,0,2,4,8,Turpins,,,,
10-Jun-16,0,0,1,0,0,1,0,2,Turpins,,,,
11-Jun-16,1,0,2,0,0,0,0,3,Turpins,FO2016015,49.71519,54.10828,
11-Jun-16,0,0,0,0,0,0,1,1,Turpins,,,,
11-Jun-16,0,0,1,0,0,0,0,1,Turpins,,,,
11-Jun-16,0,0,1,0,0,0,0,1,Turpins,,,,
11-Jun-16,0,0,1,0,0,1,0,2,Turpins,,,,
11-Jun-16,0,0,0,1,1,0,0,1,Turpins,,,,
11-Jun-16,0,0,0,1,1,0,0,1,Turpins,,,,
11-Jun-16,0,0,0,3,3,0,0,3,Turpins,,,,
11-Jun-16,0,0,0,1,1,0,0,1,Turpins,,,,
12-Jun-16,0,0,1,0,0,1,0,2,LionsDen,FO2016004,49.71519,54.10828,
12-Jun-16,0,0,1,0,0,0,0,1,ShoalBay,FO2016005,49.66462,54.19666,
12-Jun-16,0,0,1,0,0,1,0,2,ShoalBay,FO2016020,49.70377,54.24909,
14-Jun-16,0,0,1,0,0,0,0,1,ShoalBay,FO2016005,49.66415,54.19545,
16-Jun-16,0,0,1,0,0,1,0,2,JBA,FO2016010 & FO2016017,49.747,54.13562,
16-Jun-16,0,0,0,2,2,0,0,2,JBA,,,,
16-Jun-16,0,0,0,1,1,0,0,1,JBA,,,,
16-Jun-16,0,0,2,0,0,2,0,4,JBA,,,,
16-Jun-16,0,0,0,1,1,0,0,1,JBA,,,,
16-Jun-16,0,0,2,3,3,2,0,7,JBA,,,,
16-Jun-16,0,0,2,3,3,4,0,9,JBA,,,,
16-Jun-16,0,0,0,1,1,0,0,1,JBA,,,,
16-Jun-16,0,0,0,2,2,0,0,2,JBA,,,,
16-Jun-16,1,0,0,1,1,0,0,2,JBA,,,,
17-Jun-16,0,0,1,0,0,0,0,1,Tilting,FO2016015,,,
17-Jun-16,0,0,1,0,0,1,0,2,Tilting,,,,
18-Jun-16,0,0,3,3,3,3,0,9,LionsDen,FO2016003 & FO2016004,49.72028,54.24337,
18-Jun-16,0,0,0,1,1,0,0,1,LionsDen,,,,
18-Jun-16,0,0,0,3,3,0,0,3,LionsDen,,,,
18-Jun-16,0,0,0,2,2,0,0,2,LionsDen,,,,
18-Jun-16,0,0,0,1,1,0,0,1,LionsDen,,,,
19-Jun-16,0,0,1,1,1,1,0,3,LionsDen,FO2016003,49.71449,54.2341,
19-Jun-16,0,0,1,0,0,1,0,2,LionsDen,FO2016004,49.71299,54.2351,
19-Jun-16,0,0,1,0,0,0,0,1,ShoalBay,FO2016005,49.65735,54.19129,
19-Jun-16,0,2,0,0,2,0,0,2,ShoalBay,,,,
19-Jun-16,0,0,1,0,0,1,0,2,LionsDen,,,,
20-Jun-16,0,0,4,0,0,2,3,9,CapeCove,FO2016008 & FO2016012,49.65445,54.01452,possible coyote predation on this group
20-Jun-16,0,0,1,0,0,1,0,2,CapeCove,,,,
20-Jun-16,0,0,0,1,1,0,0,1,CapeCove,,,,
20-Jun-16,0,0,0,0,0,0,1,1,CapeCove,,,,
20-Jun-16,0,0,0,0,0,0,1,1,CapeCove,,,,
20-Jun-16,0,0,0,0,0,0,3,3,CapeCove,,,,
20-Jun-16,0,0,1,0,0,0,0,1,CapeCove,,,,
20-Jun-16,0,0,0,1,1,0,0,1,CapeCove,,,,
20-Jun-16,0,0,0,0,0,0,1,1,CapeCove,,,,
21-Jun-16,0,1,0,2,3,0,0,3,LionsDen,,,,
21-Jun-16,0,0,0,1,1,0,0,1,LionsDen,,,,
22-Jun-16,0,0,1,0,0,0,0,1,CapeCove,FO2016012,49.67949,54.05512,
22-Jun-16,0,0,1,1,1,1,0,3,CapeCove,,,,
22-Jun-16,0,0,0,1,1,0,0,1,CapeCove,,,,
22-Jun-16,0,0,0,1,1,0,0,1,CapeCove,,,,
22-Jun-16,0,0,0,1,1,0,0,1,CapeCove,,,,
22-Jun-16,0,0,1,2,2,1,0,4,CapeCove,,,,
23-Jun-16,0,0,2,0,0,1,0,3,WesternIndianIsland,FO2016001,49.53819,54.32543,
23-Jun-16,0,0,3,0,0,2,0,5,WesternIndianIsland,FO2016001,,,FO001 merged with new group 
23-Jun-16,1,0,1,0,0,0,0,2,WesternIndianIsland,FO2016011,49.5579,54.24851,
23-Jun-16,1,0,0,0,0,0,0,1,WesternIndianIsland,,,,
23-Jun-16,0,0,0,1,1,0,0,1,WesternIndianIsland,,,,
23-Jun-16,1,0,2,1,1,0,0,4,WesternIndianIsland,,,,
23-Jun-16,0,0,1,0,0,1,0,2,WesternIndianIsland,,,,
23-Jun-16,0,0,0,1,1,0,0,1,WesternIndianIsland,,,,
23-Jun-16,1,0,0,0,0,0,0,1,WesternIndianIsland,,,,
23-Jun-16,0,0,0,1,1,0,0,1,WesternIndianIsland,,,,
24-Jun-16,0,0,0,1,1,1,0,2,LionsDen,FO2016003,49.71937,54.23086,
24-Jun-16,0,0,0,1,1,0,0,1,LionsDen,FO2016004,49.71714,54.22917,
24-Jun-16,0,0,0,0,0,1,0,1,LionsDen,,,,
25-Jun-16,0,0,1,3,3,0,0,4,JBA,FO2016002,49.74934,54.15349,
25-Jun-16,0,0,1,0,0,0,0,1,JBA,FO2016002,,,FO002 moved away from group and was seen ~1 hour later
25-Jun-16,0,0,3,4,4,3,0,10,JBA,FO2016010 & FO2016017,49.7497,54.1515,
25-Jun-16,1,0,0,0,0,0,0,1,JBA,,,,
25-Jun-16,0,0,0,0,0,0,2,2,JBA,,,,
25-Jun-16,0,0,0,1,1,0,0,1,JBA,,,,
25-Jun-16,0,0,0,0,0,0,1,1,JBA,,,,
25-Jun-16,0,0,1,0,0,1,0,2,JBA,,,,
25-Jun-16,0,0,0,1,1,0,0,1,JBA,,,,
25-Jun-16,0,0,0,0,0,0,1,1,JBA,,,,
25-Jun-16,0,0,0,0,0,0,1,1,JBA,,,,
25-Jun-16,0,0,0,1,1,0,0,1,JBA,,,,
25-Jun-16,0,0,0,1,1,0,0,1,JBA,,,,
26-Jun-16,0,0,1,0,0,0,0,1,Tilting,FO2016014,49.7071,54.0947,
26-Jun-16,0,0,1,0,0,0,0,1,Tilting,FO2016015,49.72075,54.10155,
26-Jun-16,1,0,0,0,0,0,0,1,Tilting,,,,
28-Jun-16,0,0,1,0,0,0,0,1,BarrIsland,FO2016009,49.70374,54.18029,
28-Jun-16,0,0,1,3,3,1,0,5,JBA,FO2016010 & FO2016017,49.74903,54.1634,
28-Jun-16,0,0,6,0,0,6,0,12,JBA,FO2016019,49.74903,54.1634,
28-Jun-16,0,0,1,1,1,1,0,3,JBA,,,,
28-Jun-16,0,0,1,0,0,1,0,2,JBA,,,,
28-Jun-16,0,0,0,3,3,0,0,3,JBA,,,,
28-Jun-16,0,0,0,0,0,0,0,0,JBA,,,,
28-Jun-16,0,0,0,0,0,0,0,0,JBA,,,,
29-Jun-16,0,0,1,0,0,0,0,1,CapeCove,FO2016012,49.65588,54.01046,
29-Jun-16,0,0,0,0,0,0,1,1,CapeCove,,,,
29-Jun-16,0,0,0,1,1,0,0,1,CapeCove,,,,
29-Jun-16,0,0,1,0,0,0,0,1,CapeCove,,,,
29-Jun-16,0,0,1,0,0,0,0,1,CapeCove,,,,
29-Jun-16,0,0,2,2,2,0,0,4,CapeCove,,,,
01-Jul-16,0,0,1,0,0,0,0,1,WesternIndianIsland,FO2016001,49.54699,54.28189,
01-Jul-16,0,1,0,0,1,0,0,1,WesternIndianIsland,,,,
01-Jul-16,1,0,0,0,0,0,0,1,WesternIndianIsland,,,,
01-Jul-16,1,0,1,0,0,0,0,2,WesternIndianIsland,,,,
01-Jul-16,0,1,0,0,1,0,0,1,WesternIndianIsland,,,,
01-Jul-16,0,0,1,0,0,0,0,1,WesternIndianIsland,,,,
01-Jul-16,0,0,0,0,0,0,1,1,WesternIndianIsland,,,,
02-Jul-16,0,0,6,0,0,7,0,13,JBA,FO2016019,49.74905,54.1548,
02-Jul-16,0,0,1,0,0,0,0,1,JBA,,,,merged with rest of group above
02-Jul-16,0,0,1,0,0,1,0,2,JBA,,,,
02-Jul-16,0,0,1,2,2,2,0,5,JBA,,,,
15-Jul-16,0,0,4,2,2,1,0,7,JBA,FO2016010,49.73574,54.13034,
15-Jul-16,0,0,2,0,0,1,0,3,JBA,FO2016019,49.73788,54.13086,
15-Jul-16,0,0,1,0,0,0,0,1,LionsDen,,,,
15-Jul-16,0,0,0,1,1,0,0,1,JBA,,,,
16-Jul-16,0,0,1,0,0,1,0,2,LionsDen,FO2016004,49.71288,54.22895,
16-Jul-16,0,0,0,0,0,0,2,2,LionsDen,,,,
16-Jul-16,0,0,0,1,1,0,0,1,LionsDen,,,,
17-Jul-16,0,0,1,0,0,0,0,1,BarrIsland,FO2016009,49.70503,54.16524,
18-Jul-16,1,0,1,0,0,0,0,2,WesternIndianIsland,FO2016011,49.55758,54.25117,
18-Jul-16,0,0,1,0,0,1,0,2,WesternIndianIsland,,,,
18-Jul-16,0,0,1,0,0,1,0,2,WesternIndianIsland,,,,
18-Jul-16,0,0,1,0,0,1,0,2,WesternIndianIsland,,,,
18-Jul-16,0,0,0,0,0,4,0,4,WesternIndianIsland,,,,
18-Jul-16,0,0,0,1,1,0,0,1,WesternIndianIsland,,,,
18-Jul-16,0,0,0,1,1,0,0,1,WesternIndianIsland,,,,
21-Jul-16,0,0,1,0,0,1,0,2,BarrIsland,FO2016002,49.70085,54.14774,
21-Jul-16,0,1,1,0,1,0,0,2,JBA,,,,
22-Jul-16,0,0,1,0,0,0,0,1,Fogo,,,,
22-Jul-16,0,0,1,0,0,1,0,2,Tilting,,,,
22-Jul-16,0,0,0,0,0,0,2,2,Tilting,,,,One in group was likely FO2016014
23-Jul-16,0,0,1,0,0,0,0,1,CentreIsland,FO2016005,49.66346,54.21351,
24-Jul-16,0,0,1,0,0,0,0,1,Tilting,FO2016015,49.69698,54.08666,
24-Jul-16,0,0,1,0,0,0,0,1,Seldom,,,,
06-Aug-16,0,0,1,0,0,0,0,1,LionsDen,FO2016004,49.70793,54.25183,
06-Aug-16,1,0,0,0,0,0,0,1,LionsDen,,,,
06-Aug-16,1,0,0,0,0,0,0,1,LionsDen,,,,
06-Aug-16,0,0,0,1,1,0,0,1,LionsDen,,,,
06-Aug-16,0,0,0,0,0,1,0,1,LionsDen,,,,
07-Aug-16,0,0,1,0,0,0,0,1,BarrIsland,FO2016002,49.70417,54.15831,
08-Aug-16,0,0,1,0,0,1,0,2,EasternIndianIsland,FO2016011,49.53418,54.24353,
08-Aug-16,0,0,1,0,0,1,0,2,EasternIndianIsland,,,,
08-Aug-16,1,0,0,0,0,0,0,1,EasternIndianIsland,,,,
12-Aug-16,1,0,5,0,0,1,0,7,JBA,FO2016010,49.73482,54.15817,
12-Aug-16,0,0,0,0,0,1,0,1,JBA,FO2016019,49.73055,54.13921,
12-Aug-16,0,0,1,0,0,0,0,1,JBA,,,,
12-Aug-16,0,0,1,0,0,0,0,1,LionsDen,,49.70489,54.25211,
15-Aug-16,0,0,1,0,0,0,0,1,Tilting,FO2016014,49.6876,54.10097,
15-Aug-16,0,0,1,0,0,0,0,1,Tilting,FO2016015,49.69703,54.08226,
16-Aug-16,0,0,1,0,0,0,0,1,Seldom,FO2016007,49.60919,54.23509,
17-Aug-16,0,0,1,0,0,0,0,1,CapeCove,FO2016012,49.65554,54.01749,
18-Aug-16,0,0,2,0,0,0,0,2,JBA,FO2016010,49.74382,54.13018,
19-Aug-16,1,0,1,0,0,1,0,3,LionsDen,FO2016004,49.71426,54.24652,
19-Aug-16,1,0,0,0,0,0,0,1,LionsDen,,,,
19-Aug-16,0,0,1,0,0,0,0,1,LionsDen,,,,
21-Aug-16,0,0,1,0,0,1,0,2,LionsDen,FO2016003,49.70825,54.22818,
22-Aug-16,0,0,3,0,0,2,0,5,EasternIndianIsland,FO2016011,49.53563,54.23725,
22-Aug-16,0,0,1,0,0,1,0,2,EasternIndianIsland,,,,
23-Aug-16,0,0,1,0,0,0,0,1,BarrIsland,FO2016002,49.66346,54.21351,
25-Aug-16,0,0,1,0,0,0,0,1,Tilting,FO2016015,49.68255,54.0841,
25-Aug-16,0,0,1,0,0,0,0,1,Tilting,,,,
29-Aug-16,0,0,1,0,0,1,0,2,EasternIndianIsland,FO2016011,49.53646,54.20886,
29-Aug-16,2,0,0,0,0,0,0,2,EasternIndianIsland,,,,
12-Oct-16,1,0,7,0,0,2,0,10,JBA,FO2016010,49.7396,54.1514,"harem, male with 6 point antler"
02-Dec-16,0,0,0,0,0,0,31,31,SoccerField (centre island),FO2016006,54.22085,49.66553,
02-Dec-16,0,0,8,0,0,2,0,9,BaseballField (JBA),FO2016010,,,
03-Dec-16,2,0,7,0,0,0,0,9,LionsDen,FO2016003 & FO2016004,49.71045,54.2387,
03-Dec-16,0,0,2,0,0,1,0,3,,,,,
03-Dec-16,0,0,0,0,0,0,9,9,BaseballField (JBA),,,,
30-Apr-17,1,0,5,0,0,0,0,6,Seldom,,49.61747,54.18895,frontyard in Seldom
01-May-17,0,0,0,0,0,0,9,9,JBA,FO2016010,,,
01-May-17,0,0,0,0,0,0,12,12,JBA,FO2017011,,,
01-May-17,4,0,0,0,0,0,0,4,StagHarbour,,49.57766,54.29737,
02-May-17,0,0,1,0,0,0,9,10,LionsDen,FO2016004,49.71846,54.25141,
02-May-17,0,0,2,0,0,0,8,10,DeepBay,FO2017014 & FO2017004,49.65377,54.24835,
26-May-17,0,0,1,0,0,0,0,4,CapeCove,FO2016012,49.65051,54.0321,
26-May-17,0,0,3,0,0,0,0,3,CapeCove,FO2016014,49.66798,54.04958,
26-May-17,1,0,3,0,0,0,4,8,CapeCove,FO2017010,49.6516,54.04033,
26-May-17,0,0,1,0,0,0,0,2,CapeCove,FO2017010,49.66621,54.016,
26-May-17,0,0,2,0,0,0,1,3,CapeCove,,,,
26-May-17,0,0,3,0,0,0,1,4,CapeCove,,49.6505,54.03077,
26-May-17,0,0,1,0,0,0,0,1,CapeCove,,49.65608,54.00632,
26-May-17,0,0,1,0,0,0,0,1,CapeCove,,49.6597,54.01579,
26-May-17,0,0,0,0,0,0,0,2,CapeCove,,,,
26-May-17,0,0,0,0,0,0,0,0,CapeCove,,,,
26-May-17,1,0,2,0,0,0,0,4,CapeCove,,,,
27-May-17,0,0,1,0,0,1,0,2,Tilting,FO2016015 & FO2017015,49.69492,54.08415,
27-May-17,0,0,6,0,0,0,0,8,JBA,FO2017011,49.73431,54.12032,
27-May-17,0,0,1,0,0,0,0,1,JBA,,49.73364,54.12576,
27-May-17,1,0,0,0,0,0,0,1,Tilting,,49.7027,54.07421,
28-May-17,0,1,1,1,2,0,0,3,LionsDen,FO2016003,49.71696,54.24237,Ad fem had udder
28-May-17,1,0,0,0,0,0,0,1,LionsDen,,49.7197,54.23756,
28-May-17,0,0,0,0,0,0,1,1,LionsDen,,49.71541,54.23634,
29-May-17,0,0,1,0,0,0,0,2,CentreIsland,FO2016009,49.69172,54.16021,Female looks pregnant
29-May-17,1,0,1,0,0,0,0,5,WesternIndianIsland,FO2016011,49.54773,54.25165,
29-May-17,1,0,5,0,0,0,0,8,WesternIndianIsland,FO2017002,49.54671,54.24768,
29-May-17,0,0,0,0,0,0,0,1,WesternIndianIsland,,49.55622,54.25031,
29-May-17,0,0,1,0,0,0,0,1,WesternIndianIsland,,49.54788,54.25264,
30-May-17,0,0,1,0,0,0,0,4,Fogo,FO2016003,49.4201,54.15355,Female had udder
30-May-17,0,0,5,0,0,0,0,5,Turpins,FO2016010 & FO2017011,49.42547,54.05017,All adults look pregnant
30-May-17,0,0,3,0,0,0,0,4,WesternIndianIsland,FO2017002,49.54515,54.28114,
30-May-17,0,0,1,0,0,0,0,1,Turpins,,49.71715,54.10009,"2 antlers, very pregnant"
30-May-17,0,0,1,0,0,0,0,1,Turpins,,49.72601,54.10931,pregnant
30-May-17,0,0,0,0,0,0,0,1,Turpins,,49.73188,54.11279,
30-May-17,0,0,1,0,0,0,0,1,Turpins,,49.72234,54.09189,pregnant
30-May-17,0,0,1,0,0,0,0,1,Turpins,,49.72108,54.09209,pregnant
30-May-17,0,0,1,0,0,0,0,1,Turpins,,49.72061,54.09116,pregnant
30-May-17,1,0,0,0,0,0,0,1,WesternIndianIsland,,49.54662,54.24704,Caribou swam across from W to E Indian Island took ~9 mins; foraging on other side; lat long is start point
30-May-17,1,0,0,0,0,0,0,1,WesternIndianIsland,,49.54659,54.24669,
30-May-17,1,0,4,0,0,0,0,7,WesternIndianIsland,,49.54782,54.25747,
30-May-17,0,0,0,0,0,0,0,1,WesternIndianIsland,,49.53939,54.32747,
30-May-17,0,0,1,0,0,0,0,1,WesternIndianIsland,,49.55226,54.27206,
30-May-17,0,0,2,0,0,0,0,3,WesternIndianIsland,,49.53947,54.32077,
30-May-17,0,0,2,0,0,0,0,2,WesternIndianIsland,,49.54086,54.31423,
31-May-17,0,0,1,1,1,0,0,8,JBA,FO2016019 (ear tag only),49.73342,54.159,
31-May-17,0,0,1,0,0,0,0,1,DeepBay,FO2017014,49.6497,54.27634,Pregnant
31-May-17,1,0,0,0,0,0,0,1,DeepBay,,49.65912,54.27806,
31-May-17,1,0,0,0,0,0,0,1,DeepBay,,49.65211,54.28203,
31-May-17,0,0,0,1,1,0,0,1,DeepBay,,49.66707,54.26361,
31-May-17,0,0,1,0,0,0,0,1,JBA,,49.73421,54.15864,
31-May-17,0,0,1,0,0,0,0,1,JBA,,49.74642,54.12112,Pregnant
31-May-17,0,0,1,0,0,0,0,1,JBA,,49.745,54.13736,Pregnant
01-Jun-17,0,0,1,0,0,1,0,2,Tilting,FO2016015 & FO2017015,49.69918,54.09286,
01-Jun-17,0,0,1,0,0,0,0,1,Tilting,FO2017009,49.69402,54.07569,Non-preg
01-Jun-17,0,0,1,0,0,1,0,2,Turpins,FO2017016,49.72895,54.10777,
01-Jun-17,0,0,1,0,0,0,0,1,Tilting,,49.70028,54.0906,Pregnant
01-Jun-17,0,0,1,0,0,1,0,2,CapeCove,,49.65862,54.02966,Calf fairly old
01-Jun-17,0,0,2,0,0,0,0,2,CapeCove,,49.6593,54.0447,
01-Jun-17,0,0,1,0,0,0,0,2,CapeCove,,49.66564,54.0177,
01-Jun-17,0,0,1,0,0,0,0,1,CapeCove,,49.65668,54.01223,
01-Jun-17,0,0,0,0,0,0,1,1,CapeCove,,49.66424,54.03412,
01-Jun-17,0,0,2,0,0,0,0,3,CapeCove,,49.65603,54.00642,
01-Jun-17,0,0,1,0,0,0,0,1,CapeCove,,49.65416,54.00201,
01-Jun-17,0,0,1,0,0,1,0,3,CapeCove,,49.65369,54.01797,Likely same as above
01-Jun-17,0,0,1,0,0,1,0,2,Turpins,,49.72895,54.10777,Captured
02-Jun-17,0,0,1,0,0,1,0,2,LionsDen,FO2016004 & FO2017018,49.7112,54.24448,
02-Jun-17,0,0,1,0,0,1,0,2,JBA,FO2016010,49.74005,54.10517,Captured
02-Jun-17,0,0,1,0,0,1,0,2,CapeCove,FO2016013,49.66141,54.00885,Failed capture attempt
02-Jun-17,0,0,6,0,0,0,0,12,JBA,FO2017011 & FO2016019,49.73342,54.159,3 females pregnant
02-Jun-17,0,0,1,0,0,1,0,2,LionsDen,FO2017018,49.70711,54.2546,
02-Jun-17,0,0,1,0,0,0,0,1,CapeCove,,49.66306,54.02081,
02-Jun-17,0,0,1,0,0,0,0,3,CapeCove,,49.66135,54.01701,
02-Jun-17,0,0,0,0,0,0,0,1,LionsDen,,49.70825,54.24681,
02-Jun-17,0,0,1,0,0,0,0,1,JBA,,49.7425,54.14198,Female had udder
03-Jun-17,0,1,2,1,2,0,0,4,CentreIsland,FO2016005,49.66154,54.17587,
03-Jun-17,0,0,2,0,0,1,0,3,CentreIsland,FO2016009,49.69861,54.16377,
03-Jun-17,1,0,1,0,0,0,0,2,DeepBay,FO2017014,49.65883,54.27601,possibly lost her calf
03-Jun-17,0,0,1,0,0,0,0,2,Turpins,FO2017020,49.72208,54.11102,
03-Jun-17,0,0,0,0,0,0,0,1,CentreIsland,,49.67005,54.16294,
03-Jun-17,0,0,1,0,0,0,0,1,Turpins,,49.72201,54.11904,
03-Jun-17,0,1,0,0,1,0,0,2,Turpins,,49.73115,54.11612,Female looks pregnant
03-Jun-17,0,0,1,0,0,1,0,2,Turpins,,49.73287,54.11313,Failed capture attempt
04-Jun-17,0,0,0,0,0,0,0,0,CapeCove,FO2016013,,,"Downloaded, but didn't see"
04-Jun-17,0,0,1,0,0,0,0,1,JBA,FO2017011,49.73561,54.11797,Pregnant
04-Jun-17,0,0,1,0,0,1,0,2,CapeCove,FO2017021,49.64948,54.02271,
04-Jun-17,0,0,1,0,0,0,0,1,JBA,,49.72571,54.12751,
04-Jun-17,0,0,1,0,0,0,0,3,JBA,,49.1432,54.1432,
04-Jun-17,0,0,1,0,0,1,0,2,JBA,,49.74301,54.14484,Captured
04-Jun-17,1,0,0,0,0,0,0,1,CapeCove,,49.66631,54.04438,
04-Jun-17,2,0,1,0,0,0,0,5,CapeCove,,49.66742,54.04115,
05-Jun-17,0,0,1,0,0,0,0,1,Fogo,FO2016003,49.69894,54.26738,no calf
05-Jun-17,0,0,1,0,0,1,0,2,JBA,FO2017022,49.72973,54.12467,
05-Jun-17,0,0,1,0,0,0,0,1,JBA,,49.72586,54.11919,pregnant
06-Jun-17,0,0,1,0,0,0,0,1,CentreIsland,FO2016005,49.66747,54.19647,pregnant
06-Jun-17,0,0,1,0,0,1,0,2,CentreIsland,FO2016009 & FO2017023,49.68997,54.15313,
06-Jun-17,0,0,1,0,0,1,0,2,LionsDen,,49.71138,54.23251,Captured
06-Jun-17,0,0,1,0,0,0,0,1,LionsDen,,49.71914,54.25985,no calf
06-Jun-17,1,0,1,0,0,0,0,7,LionsDen,,49.71914,54.25985,
07-Jun-17,0,0,2,0,0,0,0,4,JBA,FO2017011 & FO2016019,49.72851,54.13165,FO2017011 still pregnant
08-Jun-17,0,0,1,0,0,0,0,1,Seldom,FO2016002,49.62473,54.16385,Downloaded pregnant
09-Jun-17,0,0,9,0,0,5,0,14,CapeCove,FO2016014 & FO2017010 & FO2017021,49.65202,54.03766,May have been 6 calves. Tried to capture at Lloyd's cabin but babies too quick
10-Jun-17,0,0,1,0,0,1,0,2,Turpins,FO2017011 & FO2017025,49.72783,54.09626,Successful capture
10-Jun-17,0,0,2,0,0,0,0,4,Turpins,,49.72575,54.09501,
11-Jun-17,0,0,1,0,0,0,0,1,CentreIsland,,49.66169,54.17804,
12-Jun-17,0,0,3,0,0,3,0,10,WesternIndianIsland,FO2017002,49.55383,54.27414,FO2017002 had a calf
12-Jun-17,0,0,2,0,0,1,0,3,WesternIndianIsland,FO2017013,49.55414,54.27079,FO2017013 had a calf
12-Jun-17,0,0,1,0,0,0,0,1,WesternIndianIsland,,49.54293,54.31408,
12-Jun-17,1,0,0,0,0,0,0,1,WesternIndianIsland,,49.54729,54.27583,
13-Jun-17,0,0,1,0,0,0,0,1,Stag Harbour,,49.57738,54.29915,
29-Jun-17,0,0,1,0,0,0,0,1,Tilting,FO2017006,49.70103,54.09971,Not sure if this is male or female…
29-Jun-17,0,0,2,0,0,1,0,4,Tilting,FO2017010,49.7034,54.09661,
29-Jun-17,0,0,1,0,0,0,0,1,Tilting,,49.68851,54.10006,
29-Jun-17,0,0,1,0,0,0,0,1,Tilting,,49.6857,54.09186,
30-Jun-17,0,0,1,0,0,1,0,2,LionsDen,FO2016003,49.71551,54.24214,
30-Jun-17,0,0,1,0,0,1,0,2,LionsDen,,49.71542,54.24158,
30-Jun-17,0,0,1,0,0,1,0,2,LionsDen,,49.7145,54.24172,
30-Jun-17,0,0,1,0,0,1,0,2,LionsDen,,49.71445,54.23394,
01-Jul-17,0,0,7,0,0,7,0,14,JBA,FO2016010 & FO207016 & FO2017019,49.74348,54.10826,
01-Jul-17,0,0,5,0,0,3,0,8,JBA,FO2017011 & FO2017025,49.73465,54.10352,
01-Jul-17,0,0,1,0,0,0,0,1,JBA,,49.73301,54.11169,
01-Jul-17,0,0,2,0,0,0,0,2,JBA,,49.73291,54.10595,
01-Jul-17,0,2,0,0,2,0,0,2,JBA,,49.73841,54.11842,
02-Jul-17,0,0,1,0,0,0,0,1,Stag Harbour,FO2017004,49.5761,54.31597,
02-Jul-17,0,0,1,0,0,0,0,1,DeepBay,FO2017014,49.6707,54.3069,
02-Jul-17,0,0,1,0,0,0,0,1,Stag Harbour,,49.57779,54.30854,
