date,ad_male,yearling_male,ad_female,yearling_female,yearling,calf,unknown,group_size,area,collar ID of group members,lat,long,notes
03-Nov-19,1,,,,,,,1,CapeCove,,49.66616,54.04728,
03-Nov-19,2,,7,,,2,,11,CapeCove,"FO2016013, FO2019002, FO2019017",49.65171,54.03803,
03-Nov-19,1,,1,,,1,,3,CapeCove,,49.65711,54.04807,
03-Nov-19,1,,,,,,,1,CapeCove,,49.05818,54.0402,
03-Nov-19,1,,2,,,,2,5,CapeCove,,49.65957,54.01437,
03-Nov-19,,,1,,,1,,2,CapeCove,,49.66253,54.01053,
03-Nov-19,2,,4,,,1,,7,CapeCove,FO2019019,49.66642,54.01584,
04-Nov-19,1,,6,,,1,,8,SoccerField,"FO2016012, FO2016013",49.66553,54.22085,
04-Nov-19,2,,2,,,1,,5,LionsDen,,49.70443,54.23011,
04-Nov-19,1,,2,,,1,,4,ShoalBay,"FO2019004, FO2019018",49.68772,54.18905,
05-Nov-19,1,,13,,,3,,17,SoccerField,"FO2019001, FO2016012, FO2016013, FO2016015, FO2017023",49.66553,54.22085,
05-Nov-19,3,,3,,,2,,8,JBA,FO2019016,49.72963,54.11806,
05-Nov-19,1,,4,,,1,,6,JBA,,49.7284,54.12073,
05-Nov-19,,,2,,,1,,3,JBA,"FO2018002, FO2019015",49.73288,54.14753,
05-Nov-19,3,,7,,,2,,12,ShoalBay,,49.67107,54.20001,
05-Nov-19,1,,2,,,1,,4,ShoalBay,"FO2019004, FO2019018",49.6791,54.19651,
06-Nov-19,3,,5,,,1,,9,CentreIsland,FO2017012,49.65914,54.17986,
06-Nov-19,5,,10,,,1,,16,CentreIsland,"FO2016005, FO2017010, FO2016013",49.66087,54.18365,
06-Nov-19,1,,2,,,,,3,CentreIsland,FO2017010,49.66473,54.16874,
07-Nov-19,2,,6,,,2,,10,SoccerField,"FO2019018, FO2019004",49.66553,54.22085,
07-Nov-19,9,,9,,,3,,21,SoccerField,FO2017012,49.66553,54.22085,
08-Nov-19,13,,21,,,3,,37,SoccerField,"FO2016013, FO2017018, FO2019004, FO2019018",49.66553,54.22085,
08-Nov-19,,,1,,,1,,2,ShoalBay,,49.68772,54.18905,
09-Nov-19,15,,24,,,3,,42,SoccerField,"FO2019001, FO2019004, FO2017010, FO2016013, FO2017007, FO2017014, FO2016006, FO2017018, FO2017023, FO2017016",49.66553,54.22085,
16-Nov-19,2,,4,,,2,,8,Hospital,FO2017023,49.66512,54.22469,
16-Nov-19,2,,7,,,1,,10,baseballField (JBA),FO2016019,49.73262,54.15871,
16-Nov-19,17,,42,,,9,,68,soccerField,"FO2016015, FO2016007, FO2017010, FO2017001, FO2019004, FO2016002, FO2016006, FO2017016, FO2017023, FO2017018",49.66553,54.22085,
16-Nov-19,,,3,,,,1,4,ShoalBay,FO2016012,49.67134,54.21223,
16-Nov-19,7,,15,,,3,,25,soccerField,"FO2017010, FO2017023, FO2019018",49.66553,54.22085,
17-Nov-19,9,,20,,,1,,30,soccerField,"FO2016013, FO2016006, FO2016007, FO2017012, FO2019001, FO2017023",49.66553,54.22085,
17-Nov-19,2,,7,,,,,9,Hospital,,49.67117,54.22933,
17-Nov-19,5,,4,,,4,20,33,CentreIsland,"FO2017008, FO2019002, FO2016002, FO2019004, FO2017016",49.6729,54.20189,
17-Nov-19,1,,4,,,,,5,ShoalBay,"FO2016009, FO2019003",49.68577,54.21309,
17-Nov-19,2,,5,,,1,,8,CentreIsland,FO2016007,49.66301,54.21309,
18-Nov-19,,,7,,,1,58,66,SoccerField,"FO2016007, FO2019003, FO2016006, FO2017010, FO2016015, FO2019001, FO2017001, FO2019018",49.66553,54.22085,
18-Nov-19,2,,2,,,,,4,WesternIndianIsland,FO2016021,49.65296,54.31046,
18-Nov-19,3,,10,,,,,13,WesternIndianIsland,,49.54739,54.28299,
18-Nov-19,7,,13,,,1,,21,WesternIndianIsland,FO2019005,49.55341,54.27201,
19-Nov-19,2,,3,,,1,,6,SoccerField,,49.66553,54.22085,
19-Nov-19,,,1,,,,,1,CentreIsland,,49.67114,54.21476,
19-Nov-19,6,,12,,,3,,21,CentreIsland,"FO2019001, FO2019018",49.67291,54.20334,
19-Nov-19,1,,2,,,,,3,ShoalBay,FO2016002,49.68798,54.18897,
20-Nov-19,4,,7,,,,,11,Hospital,"FO2016007, FO2017018, FO2017023",49.67117,54.22933,
20-Nov-19,10,,17,,,,,27,SoccerField,"FO2017001, FO2017012, FO2016004, FO2017016, FO2017018, FO2017023",49.66553,54.22085,
20-Nov-19,9,,13,,,1,,23,ShoalBay,"FO2016002, FO2019004",49.68719,54.18401,
20-Nov-19,2,,7,,,,,9,ShoalBay,"FO2019001, FO2016013, FO2017017",49.69744,54.17994,
20-Nov-19,,,7,,,,32,39,ShoalBay,"FO2016013, FO2019001, FO2016009, FO2017017, FO2016002, FO2019004, FO2016015",49.69579,54.17752,
21-Nov-19,1,,,,,,,1,FogoRoad,,49.68862,54.23994,
21-Nov-19,,,1,,,,,1,RCMPoffice,,49.67714,54.22625,
21-Nov-19,,,2,,,,,2,CentreIsland,FO2016015,49.69947,54.15062,
21-Nov-19,,,5,,,,,5,CentreIsland,FO2016009,49.70235,54.14941,
21-Nov-19,9,,26,,,4,,39,CentreIsland,"FO2019001, FO2019003, FO2016015, FO2016013, FO2017022, FO2017017",49.69691,54.14369,
22-Nov-19,2,,4,,,1,,7,Tilting,FO2017008,49.70048,54.06023,
22-Nov-19,,,3,,,,,3,Tilting,,49.69839,54.66059,
22-Nov-19,,,1,,,,,1,DeepBay,FO2017014,49.67079,54.3089,
